ship_type,hour,mmsi,msg_timestamp,latitude,longitude,speed,course,heading,collection_type,sample_method
Cargo,19,374158000,2024-01-24T19:47:49Z,33.76217333333333,-118.18313166666667,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:21:06Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,373807000,2024-01-24T19:02:42Z,31.064273333333333,123.33097,12.8,94.5,90,dynamic_classA,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:02:56Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:26:16Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:09:05Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:15:12Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:07:20Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:07:41Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:13:30Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:46:13Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:38:16Z,1.3097050000000001,103.72657333333333,0,158.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:26:21Z,1.3097033333333334,103.72656,0,158.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:29:53Z,33.76215,-118.18314333333333,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:13:43Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:17:43Z,33.76218333333333,-118.18314833333334,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:35:52Z,33.76217333333333,-118.18313666666667,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:13:26Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:17:18Z,1.3097116666666666,103.72656166666667,0,158.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,413804222,2024-01-24T19:05:57Z,18.94234833333333,111.179175,0.2,163.1,163,dynamic_classA,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:02:59Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:14:17Z,1.3097016666666665,103.72657333333333,0,158.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:35:44Z,33.76217333333333,-118.18313666666667,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:17:50Z,33.76218333333333,-118.18314833333334,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:07:34Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:25:44Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:37:56Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:49:38Z,42.342191666666665,-71.02688666666667,0,200.5,89,dynamic_classA,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:03:00Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:37:54Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,373807000,2024-01-24T19:03:26Z,31.064116666666667,123.33372,12.8,93.6,93,dynamic_classA,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:17:45Z,33.76218333333333,-118.18314833333334,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:01:33Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:35:46Z,33.76217333333333,-118.18313666666667,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:07:35Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:43:53Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,457075000,2024-01-24T19:13:34Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,19,374158000,2024-01-24T19:19:38Z,42.34215166666667,-71.02691,0,51.9,89,dynamic_classA,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:56:43Z,1.3023783333333334,103.72925000000001,0,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:45:57Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:30:54Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:00Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:31:24Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:48Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:45Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:56:48Z,1.3023783333333334,103.72925000000001,0,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:03:35Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:03:42Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:02:02Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:44Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:43Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:56:45Z,1.3023783333333334,103.72925000000001,0,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:50Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:53:06Z,1.3037466666666666,103.727735,10.5,144.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:52Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:26:25Z,1.3097233333333334,103.726555,0,359.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:56:49Z,1.3023783333333334,103.72925000000001,0,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:27:54Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:04Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:36Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:49Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:48Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:38Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:31:05Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:11:43Z,33.762168333333335,-118.18313333333334,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:47Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:26:20Z,1.3097233333333334,103.726555,0,359.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:02:04Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:27:55Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:52:06Z,1.3037466666666666,103.727735,10.5,144.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:47Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:32:29Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:23:46Z,33.762175,-118.18314000000001,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:20:22Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:30:58Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:42Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:51:43Z,1.3049483333333332,103.72701833333333,10.5,157.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:44:25Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:56:28Z,1.3023783333333334,103.72925166666667,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:33:58Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:20:25Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:39Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:07Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:26:23Z,1.3097233333333334,103.726555,0,359.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:37:05Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:04:39Z,42.34223833333333,-71.027065,0,161.8,89,dynamic_classA,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:24:39Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:44:35Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:14:17Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:45Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:02Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:08:26Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:14:05Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:33Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:27:50Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:02:11Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:56:37Z,1.3023783333333334,103.72925166666667,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:57:04Z,1.3023766666666667,103.72925000000001,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:30Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:03:40Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:09Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:52:05Z,1.3040566666666666,103.72748833333334,10.5,145.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:00:31Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:26:12Z,1.3097233333333334,103.726555,0,359.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:14:12Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:11:45Z,33.762168333333335,-118.18313333333334,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:31:39Z,42.342195,-71.02693,0,172.8,89,dynamic_classA,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:41Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:21:59Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:40Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:29:50Z,33.76217333333333,-118.18311833333334,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:10Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:17:50Z,33.762185,-118.18316,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:50:34Z,1.3079883333333333,103.72631333333334,7.7,168.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:02:10Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:44:33Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:02:07Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:15:40Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:12Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:48Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:52:12Z,1.3037466666666666,103.727735,10.5,144.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:08:13Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:44:43Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:46:05Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:37:01Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,374158000,2024-01-24T20:35:51Z,33.76217833333333,-118.18312166666666,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:34:01Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:57:11Z,1.3023766666666667,103.72925000000001,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:09:40Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,20,457075000,2024-01-24T20:44:40Z,1.30969,103.72657333333333,0,153.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:26:58Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:26:59Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:51:18Z,1.29884,103.72977999999999,10.2,149.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:45:13Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:27:02Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:02:45Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:27:03Z,1.3023516666666666,103.72926166666666,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:00:21Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:20:50Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:27:39Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:39:54Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:27:07Z,1.3023516666666666,103.72926166666666,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:28:21Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,374158000,2024-01-24T21:17:53Z,33.76218166666667,-118.18314333333333,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:03:11Z,1.30236,103.729265,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:45:59Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:21:46Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:02:49Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:33:08Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:02:37Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:21:07Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:45:17Z,1.3023883333333333,103.72926000000001,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:21:10Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:27:09Z,1.3023516666666666,103.72926166666666,0.1,84.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:27:01Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:02:38Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,374158000,2024-01-24T21:35:49Z,33.76216166666667,-118.183125,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,374158000,2024-01-24T21:29:47Z,33.76220166666666,-118.18312666666667,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,374158000,2024-01-24T21:29:48Z,33.76220166666666,-118.18312666666667,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,374158000,2024-01-24T21:17:45Z,33.76218166666667,-118.18314333333333,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:28:00Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:32:59Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:39:08Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,374158000,2024-01-24T21:35:42Z,33.76216166666667,-118.183125,0.1,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,21,457075000,2024-01-24T21:02:52Z,1.3023916666666666,103.72924333333334,0,331.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:16:07Z,1.25556,103.77897166666666,8.4,120.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:16:14Z,1.25556,103.77897166666666,8.4,120.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:04:19Z,1.2744950000000002,103.75513,10,124.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:28:13Z,1.2456366666666667,103.80902833333333,10.2,111.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:04:23Z,1.2737416666666665,103.75623666666667,9.2,127.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:16:02Z,1.25556,103.77897166666666,8.4,120.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:16:36Z,1.2550166666666667,103.77998833333332,8.1,113.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:27:33Z,1.2469466666666666,103.80489166666666,10,108.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:17:01Z,1.2546533333333334,103.78089333333334,8.2,113.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:39:46Z,1.2360733333333334,103.83505833333334,5.4,73.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:39:57Z,1.2360733333333334,103.83505833333334,5.4,73.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:33:43Z,1.238705,103.82319166666666,9.9,114.4,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:17:11Z,1.2546533333333334,103.78089333333334,8.2,113.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:16:52Z,1.2546533333333334,103.78089333333334,8.2,113.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,374158000,2024-01-24T22:17:46Z,33.76218166666667,-118.18314833333334,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:05:02Z,1.2725833333333334,103.75771,9.2,132.2,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:03:26Z,1.2771183333333334,103.75184666666668,9.8,130.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:03:32Z,1.27523,103.754115,9.9,125.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:09:32Z,1.2669616666666668,103.76445,9.4,125.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:09:34Z,1.2669616666666668,103.76445,9.4,125.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:09:38Z,1.2669616666666668,103.76445,9.4,125.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,374158000,2024-01-24T22:41:42Z,33.76217833333333,-118.18311166666668,0,296.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:52:25Z,1.2479799999999999,103.85799666666666,8.7,87.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:33:41Z,1.238705,103.82319166666666,9.9,114.4,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:03:25Z,1.2771183333333334,103.75184666666668,9.8,130.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:10:21Z,1.264255,103.76764,8.6,129.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:54:58Z,1.2493,103.86516333333334,8.5,77.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:27:42Z,1.2469466666666666,103.80489166666666,10,108.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:27:43Z,1.2469466666666666,103.80489166666666,10,108.3,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:54:49Z,1.2493,103.86516333333334,8.5,77.6,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:03:16Z,1.2771183333333334,103.75184666666668,9.8,130.7,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:33:30Z,1.2392616666666667,103.82176166666666,10.2,106.1,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:04:59Z,1.2728933333333332,103.75729833333334,9.6,129.8,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:39:48Z,1.2360733333333334,103.83505833333334,5.4,73.9,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:45:41Z,1.2421149999999999,103.84389166666666,7.1,57.5,511,dynamic_classB,stratified_ship_type_hour
Cargo,22,457075000,2024-01-24T22:40:36Z,1.2360733333333334,103.83505833333334,5.4,73.9,511,dynamic_classB,stratified_ship_type_hour
