section,variable,value
strata_counts,stratum_n,31587
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,14
strata_counts,stratum_n,25164
strata_counts,ship_type,Wing In Ground
strata_counts,hour,14
strata_counts,stratum_n,10093
strata_counts,ship_type,Search and Rescue
strata_counts,hour,14
strata_counts,stratum_n,9992
strata_counts,ship_type,Reserved
strata_counts,hour,14
strata_counts,stratum_n,5672
strata_counts,ship_type,Cargo
strata_counts,hour,15
strata_counts,stratum_n,880992
strata_counts,ship_type,Tanker
strata_counts,hour,15
strata_counts,stratum_n,443943
strata_counts,ship_type,Other
strata_counts,hour,15
strata_counts,stratum_n,382278
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,15
strata_counts,stratum_n,275959
strata_counts,ship_type,Tug
strata_counts,hour,15
strata_counts,stratum_n,253713
strata_counts,ship_type,Special Craft
strata_counts,hour,15
strata_counts,stratum_n,119234
strata_counts,ship_type,Passenger Ship
strata_counts,hour,15
strata_counts,stratum_n,116608
strata_counts,ship_type,Unknown
strata_counts,hour,15
strata_counts,stratum_n,81311
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,15
strata_counts,stratum_n,64002
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,15
strata_counts,stratum_n,31331
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,15
strata_counts,stratum_n,26331
strata_counts,ship_type,Search and Rescue
strata_counts,hour,15
strata_counts,stratum_n,10444
strata_counts,ship_type,Wing In Ground
strata_counts,hour,15
strata_counts,stratum_n,10422
strata_counts,ship_type,Reserved
strata_counts,hour,15
strata_counts,stratum_n,6121
strata_counts,ship_type,Cargo
strata_counts,hour,16
strata_counts,stratum_n,881800
strata_counts,ship_type,Tanker
strata_counts,hour,16
strata_counts,stratum_n,454610
strata_counts,ship_type,Other
strata_counts,hour,16
strata_counts,stratum_n,388505
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,16
strata_counts,stratum_n,285378
strata_counts,ship_type,Tug
strata_counts,hour,16
strata_counts,stratum_n,246122
strata_counts,ship_type,Special Craft
strata_counts,hour,16
strata_counts,stratum_n,120999
strata_counts,ship_type,Passenger Ship
strata_counts,hour,16
strata_counts,stratum_n,120289
strata_counts,ship_type,Unknown
strata_counts,hour,16
strata_counts,stratum_n,84758
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,16
strata_counts,stratum_n,63591
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,16
strata_counts,stratum_n,31460
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,16
strata_counts,stratum_n,26425
strata_counts,ship_type,Wing In Ground
strata_counts,hour,16
strata_counts,stratum_n,10308
strata_counts,ship_type,Search and Rescue
strata_counts,hour,16
strata_counts,stratum_n,10171
strata_counts,ship_type,Reserved
strata_counts,hour,16
strata_counts,stratum_n,6385
strata_counts,ship_type,Cargo
strata_counts,hour,17
strata_counts,stratum_n,918852
strata_counts,ship_type,Tanker
strata_counts,hour,17
strata_counts,stratum_n,465477
strata_counts,ship_type,Other
strata_counts,hour,17
strata_counts,stratum_n,380865
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,17
strata_counts,stratum_n,273899
strata_counts,ship_type,Tug
strata_counts,hour,17
strata_counts,stratum_n,243726
strata_counts,ship_type,Special Craft
strata_counts,hour,17
strata_counts,stratum_n,119431
strata_counts,ship_type,Passenger Ship
strata_counts,hour,17
strata_counts,stratum_n,111940
strata_counts,ship_type,Unknown
strata_counts,hour,17
strata_counts,stratum_n,78868
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,17
strata_counts,stratum_n,64382
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,17
strata_counts,stratum_n,31838
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,17
strata_counts,stratum_n,26478
strata_counts,ship_type,Search and Rescue
strata_counts,hour,17
strata_counts,stratum_n,9878
strata_counts,ship_type,Wing In Ground
strata_counts,hour,17
strata_counts,stratum_n,9807
strata_counts,ship_type,Reserved
strata_counts,hour,17
strata_counts,stratum_n,6300
strata_counts,ship_type,Cargo
strata_counts,hour,18
strata_counts,stratum_n,905058
strata_counts,ship_type,Tanker
strata_counts,hour,18
strata_counts,stratum_n,469719
strata_counts,ship_type,Other
strata_counts,hour,18
strata_counts,stratum_n,371675
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,18
strata_counts,stratum_n,279760
strata_counts,ship_type,Tug
strata_counts,hour,18
strata_counts,stratum_n,237878
strata_counts,ship_type,Special Craft
strata_counts,hour,18
strata_counts,stratum_n,117162
strata_counts,ship_type,Passenger Ship
strata_counts,hour,18
strata_counts,stratum_n,108756
strata_counts,ship_type,Unknown
strata_counts,hour,18
strata_counts,stratum_n,80833
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,18
strata_counts,stratum_n,64452
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,18
strata_counts,stratum_n,31543
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,18
strata_counts,stratum_n,25201
strata_counts,ship_type,Wing In Ground
strata_counts,hour,18
strata_counts,stratum_n,10034
strata_counts,ship_type,Search and Rescue
strata_counts,hour,18
strata_counts,stratum_n,10026
strata_counts,ship_type,Reserved
strata_counts,hour,18
strata_counts,stratum_n,5606
strata_counts,ship_type,Cargo
strata_counts,hour,19
strata_counts,stratum_n,868486
strata_counts,ship_type,Tanker
strata_counts,hour,19
strata_counts,stratum_n,458483
strata_counts,ship_type,Other
strata_counts,hour,19
strata_counts,stratum_n,366853
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,19
strata_counts,stratum_n,252332
strata_counts,ship_type,Tug
strata_counts,hour,19
strata_counts,stratum_n,241755
strata_counts,ship_type,Special Craft
strata_counts,hour,19
strata_counts,stratum_n,119148
strata_counts,ship_type,Passenger Ship
strata_counts,hour,19
strata_counts,stratum_n,113155
strata_counts,ship_type,Unknown
strata_counts,hour,19
strata_counts,stratum_n,81571
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,19
strata_counts,stratum_n,62919
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,19
strata_counts,stratum_n,31973
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,19
strata_counts,stratum_n,23858
strata_counts,ship_type,Search and Rescue
strata_counts,hour,19
strata_counts,stratum_n,11427
strata_counts,ship_type,Wing In Ground
strata_counts,hour,19
strata_counts,stratum_n,9614
strata_counts,ship_type,Reserved
strata_counts,hour,19
strata_counts,stratum_n,5886
strata_counts,ship_type,Cargo
strata_counts,hour,20
strata_counts,stratum_n,882359
strata_counts,ship_type,Tanker
strata_counts,hour,20
strata_counts,stratum_n,469556
strata_counts,ship_type,Other
strata_counts,hour,20
strata_counts,stratum_n,376826
strata_counts,ship_type,Tug
strata_counts,hour,20
strata_counts,stratum_n,244561
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,20
strata_counts,stratum_n,232632
strata_counts,ship_type,Special Craft
strata_counts,hour,20
strata_counts,stratum_n,118396
strata_counts,ship_type,Passenger Ship
strata_counts,hour,20
strata_counts,stratum_n,116796
strata_counts,ship_type,Unknown
strata_counts,hour,20
strata_counts,stratum_n,78525
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,20
strata_counts,stratum_n,62921
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,20
strata_counts,stratum_n,31350
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,20
strata_counts,stratum_n,24532
strata_counts,ship_type,Wing In Ground
strata_counts,hour,20
strata_counts,stratum_n,10398
strata_counts,ship_type,Search and Rescue
strata_counts,hour,20
strata_counts,stratum_n,10367
strata_counts,ship_type,Reserved
strata_counts,hour,20
strata_counts,stratum_n,6078
strata_counts,ship_type,Cargo
strata_counts,hour,21
strata_counts,stratum_n,848891
strata_counts,ship_type,Tanker
strata_counts,hour,21
strata_counts,stratum_n,450712
strata_counts,ship_type,Other
strata_counts,hour,21
strata_counts,stratum_n,381213
strata_counts,ship_type,Tug
strata_counts,hour,21
strata_counts,stratum_n,247068
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,21
strata_counts,stratum_n,244259
strata_counts,ship_type,Passenger Ship
strata_counts,hour,21
strata_counts,stratum_n,127315
strata_counts,ship_type,Special Craft
strata_counts,hour,21
strata_counts,stratum_n,117306
strata_counts,ship_type,Unknown
strata_counts,hour,21
strata_counts,stratum_n,80959
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,21
strata_counts,stratum_n,63845
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,21
strata_counts,stratum_n,30673
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,21
strata_counts,stratum_n,25049
strata_counts,ship_type,Search and Rescue
strata_counts,hour,21
strata_counts,stratum_n,10172
strata_counts,ship_type,Wing In Ground
strata_counts,hour,21
strata_counts,stratum_n,10117
strata_counts,ship_type,Reserved
strata_counts,hour,21
strata_counts,stratum_n,6123
strata_counts,ship_type,Cargo
strata_counts,hour,22
strata_counts,stratum_n,807960
strata_counts,ship_type,Tanker
strata_counts,hour,22
strata_counts,stratum_n,432437
strata_counts,ship_type,Other
strata_counts,hour,22
strata_counts,stratum_n,361586
strata_counts,ship_type,Tug
strata_counts,hour,22
strata_counts,stratum_n,233763
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,22
strata_counts,stratum_n,217064
strata_counts,ship_type,Special Craft
strata_counts,hour,22
strata_counts,stratum_n,110997
strata_counts,ship_type,Passenger Ship
strata_counts,hour,22
strata_counts,stratum_n,109908
strata_counts,ship_type,Unknown
strata_counts,hour,22
strata_counts,stratum_n,71181
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,22
strata_counts,stratum_n,59146
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,22
strata_counts,stratum_n,28303
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,22
strata_counts,stratum_n,22289
strata_counts,ship_type,Search and Rescue
strata_counts,hour,22
strata_counts,stratum_n,9636
strata_counts,ship_type,Wing In Ground
strata_counts,hour,22
strata_counts,stratum_n,9234
strata_counts,ship_type,Reserved
strata_counts,hour,22
strata_counts,stratum_n,5644
strata_counts,ship_type,Cargo
strata_counts,hour,23
strata_counts,stratum_n,591479
strata_counts,ship_type,Tanker
strata_counts,hour,23
strata_counts,stratum_n,332575
strata_counts,ship_type,Other
strata_counts,hour,23
strata_counts,stratum_n,280419
strata_counts,ship_type,Tug
strata_counts,hour,23
strata_counts,stratum_n,178666
strata_counts,ship_type,Fishing Vessel
strata_counts,hour,23
strata_counts,stratum_n,145920
strata_counts,ship_type,Special Craft
strata_counts,hour,23
strata_counts,stratum_n,83380
strata_counts,ship_type,Passenger Ship
strata_counts,hour,23
strata_counts,stratum_n,76923
strata_counts,ship_type,Unknown
strata_counts,hour,23
strata_counts,stratum_n,54244
strata_counts,ship_type,Pleasure Craft
strata_counts,hour,23
strata_counts,stratum_n,47729
strata_counts,ship_type,Sailing Vessel
strata_counts,hour,23
strata_counts,stratum_n,20292
strata_counts,ship_type,High-Speed Craft
strata_counts,hour,23
strata_counts,stratum_n,17426
strata_counts,ship_type,Search and Rescue
strata_counts,hour,23
strata_counts,stratum_n,7140
strata_counts,ship_type,Wing In Ground
strata_counts,hour,23
strata_counts,stratum_n,7029
strata_counts,ship_type,Reserved
strata_counts,hour,23
strata_counts,stratum_n,4293
strata_allocation,ship_type,Cargo
strata_allocation,hour,0
strata_allocation,stratum_n,954778
strata_allocation,proportion,0.0150745120078723
strata_allocation,raw_allocation,150.745120078723
strata_allocation,n_alloc,151
strata_allocation,ship_type,Fishing Vessel
strata_allocation,hour,0
strata_allocation,stratum_n,259885
strata_allocation,proportion,0.00410319420133883
strata_allocation,raw_allocation,41.0319420133883
strata_allocation,n_alloc,41
strata_allocation,ship_type,High-Speed Craft
strata_allocation,hour,0
strata_allocation,stratum_n,22641
strata_allocation,proportion,0.000357467417944523
strata_allocation,raw_allocation,3.57467417944523
strata_allocation,n_alloc,3
strata_allocation,ship_type,Other
strata_allocation,hour,0
strata_allocation,stratum_n,363165
strata_allocation,proportion,0.00573383043318859
strata_allocation,raw_allocation,57.3383043318859
strata_allocation,n_alloc,57
strata_allocation,ship_type,Passenger Ship
strata_allocation,hour,0
strata_allocation,stratum_n,112744
strata_allocation,proportion,0.00178005859143754
strata_allocation,raw_allocation,17.8005859143754
strata_allocation,n_alloc,18
strata_allocation,ship_type,Pleasure Craft
strata_allocation,hour,0
strata_allocation,stratum_n,61333
strata_allocation,proportion,0.000968356041905899
strata_allocation,raw_allocation,9.68356041905899
strata_allocation,n_alloc,10
strata_allocation,ship_type,Reserved
strata_allocation,hour,0
strata_allocation,stratum_n,5133
strata_allocation,proportion,8.10423681069404e-05
strata_allocation,raw_allocation,0.810423681069404
strata_allocation,n_alloc,2
strata_allocation,ship_type,Sailing Vessel
strata_allocation,hour,0
strata_allocation,stratum_n,29505
strata_allocation,proportion,0.000465839678744453
strata_allocation,raw_allocation,4.65839678744453
strata_allocation,n_alloc,5
strata_allocation,ship_type,Search and Rescue
strata_allocation,hour,0
strata_allocation,stratum_n,9081
strata_allocation,proportion,0.000143375364266341
strata_allocation,raw_allocation,1.43375364266341
strata_allocation,n_alloc,1
strata_allocation,ship_type,Special Craft
strata_allocation,hour,0
strata_allocation,stratum_n,113222
strata_allocation,proportion,0.00178760549421469
strata_allocation,raw_allocation,17.8760549421469
strata_allocation,n_alloc,18
strata_allocation,ship_type,Tanker
strata_allocation,hour,0
strata_allocation,stratum_n,482860
strata_allocation,proportion,0.0076236348848855
strata_allocation,raw_allocation,76.236348848855
strata_allocation,n_alloc,76
strata_allocation,ship_type,Tug
strata_allocation,hour,0
strata_allocation,stratum_n,234007
strata_allocation,proportion,0.00369461941040343
strata_allocation,raw_allocation,36.9461941040343
strata_allocation,n_alloc,37
strata_allocation,ship_type,Unknown
strata_allocation,hour,0
strata_allocation,stratum_n,79942
strata_allocation,proportion,0.00126216422973018
strata_allocation,raw_allocation,12.6216422973018
strata_allocation,n_alloc,13
strata_allocation,ship_type,Wing In Ground
strata_allocation,hour,0
strata_allocation,stratum_n,9886
strata_allocation,proportion,0.000156085106391041
strata_allocation,raw_allocation,1.56085106391041
strata_allocation,n_alloc,1
strata_allocation,ship_type,Cargo
strata_allocation,hour,1
strata_allocation,stratum_n,950050
strata_allocation,proportion,0.0149998639820765
strata_allocation,raw_allocation,149.998639820765
strata_allocation,n_alloc,150
strata_allocation,ship_type,Fishing Vessel
strata_allocation,hour,1
strata_allocation,stratum_n,277105
strata_allocation,proportion,0.00437507216331068
strata_allocation,raw_allocation,43.7507216331068
strata_allocation,n_alloc,44
strata_allocation,ship_type,High-Speed Craft
strata_allocation,hour,1
strata_allocation,stratum_n,25120
strata_allocation,proportion,0.000396607108288787
strata_allocation,raw_allocation,3.96607108288787
strata_allocation,n_alloc,4
strata_allocation,ship_type,Other
strata_allocation,hour,1
strata_allocation,stratum_n,371795
strata_allocation,proportion,0.00587008518416519
strata_allocation,raw_allocation,58.7008518416519
strata_allocation,n_alloc,59
strata_allocation,ship_type,Passenger Ship
strata_allocation,hour,1
strata_allocation,stratum_n,119418
strata_allocation,proportion,0.00188543103732605
strata_allocation,raw_allocation,18.8543103732605
strata_allocation,n_alloc,19
strata_allocation,ship_type,Pleasure Craft
strata_allocation,hour,1
strata_allocation,stratum_n,62098
strata_allocation,proportion,0.000980434244049247
strata_allocation,raw_allocation,9.80434244049247
strata_allocation,n_alloc,10
strata_allocation,ship_type,Reserved
strata_allocation,hour,1
strata_allocation,stratum_n,5553
strata_allocation,proportion,8.76735379111319e-05
strata_allocation,raw_allocation,0.876735379111319
strata_allocation,n_alloc,2
strata_allocation,ship_type,Sailing Vessel
strata_allocation,hour,1
strata_allocation,stratum_n,28806
strata_allocation,proportion,0.000454803517570334
strata_allocation,raw_allocation,4.54803517570334
strata_allocation,n_alloc,4
strata_allocation,ship_type,Search and Rescue
strata_allocation,hour,1
strata_allocation,stratum_n,9649
strata_allocation,proportion,0.000152343232001533
strata_allocation,raw_allocation,1.52343232001533
strata_allocation,n_alloc,1
strata_allocation,ship_type,Special Craft
strata_allocation,hour,1
strata_allocation,stratum_n,116192
strata_allocation,proportion,0.00183449733783005
strata_allocation,raw_allocation,18.3449733783005
strata_allocation,n_alloc,18
strata_allocation,ship_type,Tanker
strata_allocation,hour,1
strata_allocation,stratum_n,474738
strata_allocation,proportion,0.00749540069167206
strata_allocation,raw_allocation,74.9540069167206
strata_allocation,n_alloc,75
strata_allocation,ship_type,Tug
strata_allocation,hour,1
strata_allocation,stratum_n,245099
strata_allocation,proportion,0.00386974544723222
strata_allocation,raw_allocation,38.6974544723222
strata_allocation,n_alloc,39
strata_allocation,ship_type,Unknown
strata_allocation,hour,1
strata_allocation,stratum_n,82937
strata_allocation,proportion,0.00130945078583388
strata_allocation,raw_allocation,13.0945078583388
strata_allocation,n_alloc,13
strata_allocation,ship_type,Wing In Ground
strata_allocation,hour,1
strata_allocation,stratum_n,9701
strata_allocation,proportion,0.00015316423397729
strata_allocation,raw_allocation,1.5316423397729
strata_allocation,n_alloc,1
strata_allocation,ship_type,Cargo
strata_allocation,hour,2
strata_allocation,stratum_n,904122
strata_allocation,proportion,0.0142747297754886
strata_allocation,raw_allocation,142.747297754886
strata_allocation,n_alloc,143
strata_allocation,ship_type,Fishing Vessel
strata_allocation,hour,2
strata_allocation,stratum_n,247962
strata_allocation,proportion,0.00391494792139746
strata_allocation,raw_allocation,39.1494792139746
strata_allocation,n_alloc,39
strata_allocation,ship_type,High-Speed Craft
strata_allocation,hour,2
strata_allocation,stratum_n,24480
strata_allocation,proportion,0.000386502468587162
strata_allocation,raw_allocation,3.86502468587162
strata_allocation,n_alloc,4
strata_allocation,ship_type,Other
strata_allocation,hour,2
strata_allocation,stratum_n,360797
strata_allocation,proportion,0.00569644326629257
strata_allocation,raw_allocation,56.9644326629257
strata_allocation,n_alloc,57
strata_allocation,ship_type,Passenger Ship
strata_allocation,hour,2
strata_allocation,stratum_n,112298
strata_allocation,proportion,0.00177301692064547
strata_allocation,raw_allocation,17.7301692064547
strata_allocation,n_alloc,18
strata_allocation,ship_type,Pleasure Craft
strata_allocation,hour,2
strata_allocation,stratum_n,61642
strata_allocation,proportion,0.000973234688261839
strata_allocation,raw_allocation,9.73234688261839
strata_allocation,n_alloc,10
strata_allocation,ship_type,Reserved
strata_allocation,hour,2
strata_allocation,stratum_n,5072
strata_allocation,proportion,8.00792696353793e-05
strata_allocation,raw_allocation,0.800792696353793
strata_allocation,n_alloc,2
strata_allocation,ship_type,Sailing Vessel
strata_allocation,hour,2
strata_allocation,stratum_n,29850
strata_allocation,proportion,0.00047128671108361
strata_allocation,raw_allocation,4.7128671108361
strata_allocation,n_alloc,5
strata_allocation,ship_type,Search and Rescue
strata_allocation,hour,2
strata_allocation,stratum_n,9090
strata_allocation,proportion,0.000143517460762145
strata_allocation,raw_allocation,1.43517460762145
strata_allocation,n_alloc,1
strata_allocation,ship_type,Special Craft
strata_allocation,hour,2
strata_allocation,stratum_n,111824
strata_allocation,proportion,0.00176553317186645
strata_allocation,raw_allocation,17.6553317186645
strata_allocation,n_alloc,18
strata_allocation,ship_type,Tanker
strata_allocation,hour,2
strata_allocation,stratum_n,451562
strata_allocation,proportion,0.00712948642647696
strata_allocation,raw_allocation,71.2948642647696
strata_allocation,n_alloc,71
strata_allocation,ship_type,Tug
strata_allocation,hour,2
strata_allocation,stratum_n,229425
strata_allocation,proportion,0.00362227650553961
strata_allocation,raw_allocation,36.2227650553961
strata_allocation,n_alloc,36
strata_allocation,ship_type,Unknown
strata_allocation,hour,2
strata_allocation,stratum_n,76279
strata_allocation,proportion,0.00120433095593791
strata_allocation,raw_allocation,12.0433095593791
strata_allocation,n_alloc,12
strata_allocation,ship_type,Wing In Ground
strata_allocation,hour,2
strata_allocation,stratum_n,9380
strata_allocation,proportion,0.000148096125626944
strata_allocation,raw_allocation,1.48096125626944
strata_allocation,n_alloc,1
strata_allocation,ship_type,Cargo
strata_allocation,hour,3
strata_allocation,stratum_n,935028
strata_allocation,proportion,0.0147626891420799
strata_allocation,raw_allocation,147.626891420799
strata_allocation,n_alloc,148
strata_allocation,ship_type,Fishing Vessel
strata_allocation,hour,3
strata_allocation,stratum_n,243912
strata_allocation,proportion,0.00385100449828561
strata_allocation,raw_allocation,38.5100449828561
strata_allocation,n_alloc,38
strata_allocation,ship_type,High-Speed Craft
strata_allocation,hour,3
strata_allocation,stratum_n,24431
strata_allocation,proportion,0.000385728832110006
strata_allocation,raw_allocation,3.85728832110006
strata_allocation,n_alloc,4
strata_allocation,ship_type,Other
strata_allocation,hour,3
strata_allocation,stratum_n,363664
strata_allocation,proportion,0.00574170889445595
strata_allocation,raw_allocation,57.4170889445595
strata_allocation,n_alloc,57
strata_allocation,ship_type,Passenger Ship
strata_allocation,hour,3
strata_allocation,stratum_n,116882
strata_allocation,proportion,0.00184539140250836
strata_allocation,raw_allocation,18.4539140250836
strata_allocation,n_alloc,18
strata_allocation,ship_type,Pleasure Craft
strata_allocation,hour,3
strata_allocation,stratum_n,60877
strata_allocation,proportion,0.000961156486118491
strata_allocation,raw_allocation,9.61156486118491
strata_allocation,n_alloc,10
strata_allocation,ship_type,Reserved
strata_allocation,hour,3
strata_allocation,stratum_n,5255
strata_allocation,proportion,8.29685650500627e-05
strata_allocation,raw_allocation,0.829685650500627
strata_allocation,n_alloc,2
strata_allocation,ship_type,Sailing Vessel
strata_allocation,hour,3
strata_allocation,stratum_n,30109
strata_allocation,proportion,0.000475375932462862
strata_allocation,raw_allocation,4.75375932462862
strata_allocation,n_alloc,5
strata_allocation,ship_type,Search and Rescue
strata_allocation,hour,3
strata_allocation,stratum_n,8943
strata_allocation,proportion,0.000141196551330678
strata_allocation,raw_allocation,1.41196551330678
strata_allocation,n_alloc,1
strata_allocation,ship_type,Special Craft
strata_allocation,hour,3
strata_allocation,stratum_n,116964
strata_allocation,proportion,0.00184668605947013
strata_allocation,raw_allocation,18.4668605947013
strata_allocation,n_alloc,18
strata_allocation,ship_type,Tanker
strata_allocation,hour,3
strata_allocation,stratum_n,457516
strata_allocation,proportion,0.00722349115270114
strata_allocation,raw_allocation,72.2349115270114
strata_allocation,n_alloc,72
strata_allocation,ship_type,Tug
strata_allocation,hour,3
strata_allocation,stratum_n,237701
strata_allocation,proportion,0.00375294212768125
strata_allocation,raw_allocation,37.5294212768125
strata_allocation,n_alloc,37
strata_allocation,ship_type,Unknown
strata_allocation,hour,3
strata_allocation,stratum_n,78748
strata_allocation,proportion,0.00124331276128684
strata_allocation,raw_allocation,12.4331276128684
strata_allocation,n_alloc,12
strata_allocation,ship_type,Wing In Ground
strata_allocation,hour,3
strata_allocation,stratum_n,9696
strata_allocation,proportion,0.000153085291479621
strata_allocation,raw_allocation,1.53085291479621
strata_allocation,n_alloc,1
strata_allocation,ship_type,Cargo
strata_allocation,hour,4
strata_allocation,stratum_n,924796
strata_allocation,proportion,0.0146011412148502
strata_allocation,raw_allocation,146.011412148502
strata_allocation,n_alloc,146
strata_allocation,ship_type,Fishing Vessel
strata_allocation,hour,4
strata_allocation,stratum_n,262430
strata_allocation,proportion,0.00414337593265232
strata_allocation,raw_allocation,41.4337593265232
strata_allocation,n_alloc,41
strata_allocation,ship_type,High-Speed Craft
strata_allocation,hour,4
strata_allocation,stratum_n,24059
strata_allocation,proportion,0.000379855510283437
strata_allocation,raw_allocation,3.79855510283437
strata_allocation,n_alloc,4
strata_allocation,ship_type,Other
strata_allocation,hour,4
strata_allocation,stratum_n,373334
strata_allocation,proportion,0.00589438368494769
strata_allocation,raw_allocation,58.9438368494769
strata_allocation,n_alloc,59
strata_allocation,ship_type,Passenger Ship
strata_allocation,hour,4
strata_allocation,stratum_n,126223
strata_allocation,proportion,0.00199287177665349
strata_allocation,raw_allocation,19.9287177665349
strata_allocation,n_alloc,20
strata_allocation,ship_type,Pleasure Craft
strata_allocation,hour,4
strata_allocation,stratum_n,61531
strata_allocation,proportion,0.000971482164813589
strata_allocation,raw_allocation,9.71482164813589
strata_allocation,n_alloc,10
strata_allocation,ship_type,Reserved
strata_allocation,hour,4
strata_allocation,stratum_n,5257
strata_allocation,proportion,8.30001420491303e-05
strata_allocation,raw_allocation,0.830001420491303
strata_allocation,n_alloc,2
strata_allocation,ship_type,Sailing Vessel
strata_allocation,hour,4
strata_allocation,stratum_n,29410
strata_allocation,proportion,0.000464339771288743
strata_allocation,raw_allocation,4.64339771288743
strata_allocation,n_alloc,5
strata_allocation,ship_type,Search and Rescue
strata_allocation,hour,4
strata_allocation,stratum_n,9670
strata_allocation,proportion,0.000152674790491742
strata_allocation,raw_allocation,1.52674790491742
strata_allocation,n_alloc,1
strata_allocation,ship_type,Special Craft
strata_allocation,hour,4
strata_allocation,stratum_n,118609
strata_allocation,proportion,0.00187265814120321
strata_allocation,raw_allocation,18.7265814120321
strata_allocation,n_alloc,19
strata_allocation,ship_type,Tanker
strata_allocation,hour,4
strata_allocation,stratum_n,443269
strata_allocation,proportion,0.00699855239984325
strata_allocation,raw_allocation,69.9855239984325
strata_allocation,n_alloc,70
strata_allocation,ship_type,Tug
strata_allocation,hour,4
strata_allocation,stratum_n,236336
strata_allocation,proportion,0.00373139082581763
strata_allocation,raw_allocation,37.3139082581763
strata_allocation,n_alloc,37
strata_allocation,ship_type,Unknown
strata_allocation,hour,4
strata_allocation,stratum_n,74865
strata_allocation,proportion,0.00118200601759714
strata_allocation,raw_allocation,11.8200601759714
strata_allocation,n_alloc,12
strata_allocation,ship_type,Wing In Ground
strata_allocation,hour,4
strata_allocation,stratum_n,9844
strata_allocation,proportion,0.000155421989410622
strata_allocation,raw_allocation,1.55421989410622
strata_allocation,n_alloc,1
strata_allocation,ship_type,Cargo
strata_allocation,hour,5
strata_allocation,stratum_n,928507
strata_allocation,proportion,0.0146597323366201
strata_allocation,raw_allocation,146.597323366201
strata_allocation,n_alloc,146
strata_allocation,ship_type,Fishing Vessel
strata_allocation,hour,5
strata_allocation,stratum_n,271731
strata_allocation,proportion,0.0042902247668161
strata_allocation,raw_allocation,42.902247668161
strata_allocation,n_alloc,43
strata_allocation,ship_type,High-Speed Craft
strata_allocation,hour,5
strata_allocation,stratum_n,23494
strata_allocation,proportion,0.000370935008046846
strata_allocation,raw_allocation,3.70935008046846
strata_allocation,n_alloc,4
strata_allocation,ship_type,Other
strata_allocation,hour,5
strata_allocation,stratum_n,363929
strata_allocation,proportion,0.0057458928468324
strata_allocation,raw_allocation,57.458928468324
strata_allocation,n_alloc,57
strata_allocation,ship_type,Passenger Ship
strata_allocation,hour,5
strata_allocation,stratum_n,125333
strata_allocation,proportion,0.00197882001206841
strata_allocation,raw_allocation,19.7882001206841
strata_allocation,n_alloc,20
strata_allocation,ship_type,Pleasure Craft
strata_allocation,hour,5
strata_allocation,stratum_n,65343
strata_allocation,proportion,0.00103166792503639
strata_allocation,raw_allocation,10.3166792503639
strata_allocation,n_alloc,10
strata_allocation,ship_type,Reserved
strata_allocation,hour,5
strata_allocation,stratum_n,4688
strata_allocation,proportion,7.40164858144042e-05
strata_allocation,raw_allocation,0.740164858144042
strata_allocation,n_alloc,2
strata_allocation,ship_type,Sailing Vessel
strata_allocation,hour,5
strata_allocation,stratum_n,30217
strata_allocation,proportion,0.000477081090412511
strata_allocation,raw_allocation,4.77081090412511
strata_allocation,n_alloc,5
strata_allocation,ship_type,Search and Rescue
strata_allocation,hour,5
strata_allocation,stratum_n,9928
strata_allocation,proportion,0.00015674822337146
strata_allocation,raw_allocation,1.5674822337146
strata_allocation,n_alloc,1
strata_allocation,ship_type,Special Craft
strata_allocation,hour,5
strata_allocation,stratum_n,114705
strata_allocation,proportion,0.0018110198390233
strata_allocation,raw_allocation,18.110198390233
strata_allocation,n_alloc,18
